Student_ID,Gender,Age,State,City,College_Type,Degree_Stream,10th_Percentage,12th_Percentage,Graduation_Percentage,CGPA,Backlogs,Attendance,Internship,Internship_Months,Projects,Certifications,Aptitude_Score,Coding_Score,Communication_Score,Technical_Score,Mock_Interview_Score,Resume_Score,Company_Type,Placement_Package_LPA,Placement_Status
SP101336,Female,26,Tamil Nadu,Pune,Government,B.Sc,85,94,85,7.82,2,78,Yes,8,4,9,59,77,76,79,82,87,MNC,6.42,Placed
SP101337,Male,22,Maharashtra,Jaipur,Autonomous,B.Com,64,84,70,5.0,2,78,Yes,1,2,4,56,64,60,65,61,55,,0.0,Not Placed
SP101338,Female,24,Karnataka,Pune,Private,B.Sc,87,62,54,6.74,2,79,No,0,2,8,73,48,68,77,72,80,,0.0,Not Placed
SP101339,Female,23,Delhi,Ahmedabad,Private,B.Tech,72,61,73,8.13,3,75,No,0,0,2,45,48,68,55,55,51,,0.0,Not Placed
SP101340,Male,23,Tamil Nadu,Bengaluru,Autonomous,B.Tech,60,50,65,5.89,2,63,Yes,1,4,4,67,30,65,30,77,82,,0.0,Not Placed
SP101341,Female,27,Uttar Pradesh,Chennai,Private,BCA,81,83,90,7.53,1,88,Yes,5,5,3,72,83,88,83,66,95,Startup,7.38,Placed
SP101342,Male,24,Tamil Nadu,Pune,Government,BCA,72,87,77,7.88,3,90,Yes,5,5,9,76,67,78,61,58,80,Service,5.64,Placed
SP101343,Male,23,Uttar Pradesh,Lucknow,Government,MBA,88,71,76,7.74,1,97,No,0,7,9,52,58,62,68,65,78,Product,2.5,Placed
SP101344,Male,25,Delhi,Ahmedabad,Autonomous,BCA,71,81,82,7.41,1,96,No,0,2,6,75,70,70,71,67,76,,0.0,Not Placed
SP101345,Male,22,Madhya Pradesh,Bengaluru,Private,MBA,74,76,86,8.57,3,75,Yes,11,6,10,62,83,83,70,69,69,Product,5.57,Placed
SP101346,Male,25,Madhya Pradesh,Delhi,Private,BCA,88,75,62,7.69,2,80,No,0,4,7,92,82,75,62,79,88,Product,5.21,Placed
SP101347,Male,27,Madhya Pradesh,Mumbai,Government,BCA,70,69,65,7.85,1,87,Yes,3,3,3,51,64,91,52,75,79,,0.0,Not Placed
SP101348,Male,24,Maharashtra,Delhi,Autonomous,MBA,75,85,71,8.09,3,76,No,0,5,4,56,59,87,70,57,63,MNC,3.92,Placed
SP101349,Male,24,Maharashtra,Lucknow,Private,B.Tech,69,82,73,7.8,4,70,Yes,2,2,6,58,62,65,47,60,75,MNC,2.5,Placed
SP101350,Female,23,Delhi,Jaipur,Autonomous,B.Tech,77,80,70,7.85,1,79,Yes,6,6,9,69,67,73,65,66,76,,0.0,Not Placed
SP101351,Female,22,Madhya Pradesh,Mumbai,Autonomous,B.Tech,56,65,76,5.68,4,93,Yes,2,0,6,61,59,68,69,79,89,,0.0,Not Placed
SP101352,Male,21,Karnataka,Bhopal,Autonomous,B.Com,50,50,61,6.52,4,77,Yes,1,0,5,65,71,60,53,47,66,,0.0,Not Placed
SP101353,Male,22,Tamil Nadu,Jaipur,Autonomous,B.Com,74,81,67,8.15,3,68,Yes,2,4,3,40,77,80,54,54,68,Service,2.5,Placed
SP101354,Male,22,Tamil Nadu,Chennai,Government,B.Com,71,85,85,8.87,1,82,Yes,4,6,8,66,58,88,71,71,71,Product,3.98,Placed
SP101355,Female,22,Karnataka,Delhi,Government,BBA,85,71,91,9.13,2,79,Yes,5,5,4,91,70,53,87,67,75,Service,7.68,Placed
SP101356,Female,24,Madhya Pradesh,Lucknow,Government,MCA,83,84,65,7.55,4,90,No,0,5,0,78,86,64,85,85,84,MNC,5.94,Placed
SP101357,Male,21,Maharashtra,Pune,Private,B.Tech,69,72,67,7.49,5,80,Yes,4,3,6,57,83,79,66,54,68,MNC,4.74,Placed
SP101358,Male,23,Tamil Nadu,Mumbai,Government,B.Tech,65,73,71,6.61,4,69,No,0,3,4,66,55,81,42,63,78,,0.0,Not Placed
SP101359,Female,23,Maharashtra,Bengaluru,Private,MBA,80,91,72,5.78,2,83,No,0,0,7,72,60,57,76,54,56,MNC,2.5,Placed
SP101360,Male,22,Delhi,Pune,Private,B.Tech,50,63,69,6.22,3,83,Yes,1,2,0,53,71,48,75,60,83,MNC,2.5,Placed
SP101361,Male,21,Maharashtra,Mumbai,Private,B.Tech,57,85,77,7.71,3,87,Yes,3,4,9,82,57,42,74,78,73,Product,6.13,Placed
SP101362,Male,26,Uttar Pradesh,Mumbai,Private,BBA,82,92,71,9.57,3,96,Yes,7,8,9,62,98,73,74,73,61,Service,9.56,Placed
SP101363,Male,25,Gujarat,Pune,Private,BCA,73,85,75,8.53,2,82,No,0,4,7,92,54,78,62,52,75,Service,2.5,Placed
SP101364,Male,20,Tamil Nadu,Bhopal,Private,MBA,55,66,79,6.68,3,82,No,0,1,3,61,72,50,35,65,50,,0.0,Not Placed
SP101365,Male,23,Rajasthan,Mumbai,Private,BBA,61,73,70,5.0,3,76,No,0,6,6,43,30,59,50,71,66,,0.0,Not Placed
SP101366,Male,20,Karnataka,Pune,Private,MBA,90,84,78,5.54,1,87,No,0,3,2,84,59,54,85,89,69,Service,2.5,Placed
SP101367,Male,21,Maharashtra,Pune,Government,MBA,71,84,56,5.8,4,79,No,0,4,4,68,71,94,39,72,79,MNC,2.5,Placed
SP101368,Male,24,Tamil Nadu,Bhopal,Private,MCA,80,98,72,7.16,1,83,No,0,3,6,79,61,64,61,78,56,MNC,2.5,Placed
SP101369,Female,25,Gujarat,Jaipur,Autonomous,B.Tech,61,70,81,8.08,2,77,Yes,1,5,4,96,68,72,52,77,77,Service,6.64,Placed
SP101370,Male,26,Madhya Pradesh,Ahmedabad,Private,B.Com,81,78,76,6.67,4,72,Yes,5,0,6,83,66,65,66,62,84,MNC,2.5,Placed
SP101371,Female,24,Uttar Pradesh,Lucknow,Government,BCA,60,67,84,7.18,3,83,No,0,4,1,86,60,71,49,57,68,Startup,2.5,Placed
SP101372,Female,21,Delhi,Pune,Autonomous,MBA,81,70,83,7.32,2,69,No,0,4,6,77,73,68,63,76,64,MNC,6.5,Placed
SP101373,Male,23,Delhi,Jaipur,Government,MCA,73,59,62,6.03,3,73,Yes,3,3,4,44,91,86,65,57,55,,0.0,Not Placed
SP101374,Female,24,Uttar Pradesh,Indore,Autonomous,BCA,56,98,71,8.37,2,85,No,0,5,3,63,45,50,69,81,78,MNC,2.5,Placed
SP101375,Female,27,Maharashtra,Mumbai,Private,MBA,61,82,71,7.7,3,69,No,0,1,3,50,69,89,50,81,72,,0.0,Not Placed
SP101376,Female,22,Maharashtra,Bengaluru,Government,BBA,54,66,71,5.65,3,84,No,0,0,4,67,76,63,68,72,74,Startup,3.02,Placed
SP101377,Male,22,Tamil Nadu,Lucknow,Private,MBA,63,82,83,7.44,3,78,No,0,3,5,62,70,87,48,77,83,,0.0,Not Placed
SP101378,Male,23,Delhi,Bengaluru,Government,MBA,78,70,63,6.2,3,75,Yes,7,4,5,68,56,60,57,56,57,,0.0,Not Placed
SP101379,Male,25,Tamil Nadu,Ahmedabad,Private,B.Sc,77,78,73,7.26,4,69,Yes,1,2,2,65,78,72,68,62,77,Government,2.5,Placed
SP101380,Female,23,Karnataka,Mumbai,Government,B.Com,75,73,75,7.29,4,78,Yes,6,5,2,71,65,84,70,85,65,Product,4.1,Placed
SP101381,Male,24,Tamil Nadu,Lucknow,Autonomous,B.Com,68,55,75,6.05,2,85,No,0,2,5,78,79,63,58,71,86,Service,4.36,Placed
SP101382,Male,22,Madhya Pradesh,Lucknow,Autonomous,BCA,55,70,50,7.36,5,75,No,0,2,3,49,58,49,30,88,55,,0.0,Not Placed
SP101383,Male,21,Rajasthan,Lucknow,Private,B.Com,87,79,56,5.26,4,87,No,0,6,5,74,80,72,62,85,54,,0.0,Not Placed
SP101384,Male,25,Rajasthan,Jaipur,Government,MBA,72,54,73,8.64,2,67,No,0,8,2,55,50,92,74,62,55,Service,2.5,Placed
SP101385,Male,27,Maharashtra,Bhopal,Autonomous,B.Sc,62,78,70,6.78,4,62,Yes,4,3,4,87,43,81,47,78,63,Startup,2.5,Placed
SP101386,Male,23,Delhi,Bhopal,Government,B.Tech,61,66,72,5.37,5,60,No,0,0,4,60,52,44,43,80,57,,0.0,Not Placed
SP101387,Male,22,Tamil Nadu,Jaipur,Private,B.Tech,85,83,82,7.68,2,82,No,0,4,10,78,42,67,61,89,61,,0.0,Not Placed
SP101388,Male,24,Madhya Pradesh,Ahmedabad,Private,MBA,74,78,81,7.92,1,78,Yes,6,3,5,100,82,67,82,94,83,Product,9.01,Placed
SP101389,Male,22,Uttar Pradesh,Ahmedabad,Private,B.Tech,74,98,80,9.51,2,82,No,0,6,2,88,79,55,74,67,88,Service,6.24,Placed
SP101390,Male,27,Maharashtra,Jaipur,Private,MCA,61,81,77,6.85,3,78,No,0,4,5,75,79,54,71,67,76,Service,5.23,Placed
SP101391,Male,21,Tamil Nadu,Indore,Government,B.Tech,71,50,53,5.4,5,85,No,0,5,3,58,56,67,61,68,67,,0.0,Not Placed
SP101392,Female,24,Uttar Pradesh,Jaipur,Autonomous,B.Tech,67,76,68,9.43,4,87,Yes,5,4,2,80,68,73,67,65,60,Service,5.29,Placed
SP101393,Male,26,Tamil Nadu,Bengaluru,Private,BBA,74,72,67,6.63,3,72,No,0,4,4,70,31,69,54,66,74,,0.0,Not Placed
SP101394,Female,27,Rajasthan,Bhopal,Autonomous,MBA,90,90,82,9.9,1,76,Yes,5,4,9,80,76,70,98,80,83,Startup,9.04,Placed
SP101395,Female,23,Karnataka,Pune,Private,MCA,72,80,75,6.56,5,84,No,0,3,4,61,40,55,49,80,65,,0.0,Not Placed
SP101396,Female,26,Karnataka,Ahmedabad,Government,B.Tech,72,77,71,5.62,2,82,No,0,2,2,100,72,76,82,60,69,Product,4.56,Placed
SP101397,Male,22,Madhya Pradesh,Indore,Autonomous,BCA,68,59,65,5.83,5,75,No,0,0,4,70,30,57,55,48,58,,0.0,Not Placed
SP101398,Female,25,Rajasthan,Chennai,Private,B.Sc,55,52,61,6.51,4,66,No,0,6,4,86,59,54,80,44,48,MNC,2.5,Placed
SP101399,Female,25,Tamil Nadu,Chennai,Private,BBA,72,75,75,8.39,3,67,Yes,6,2,5,68,68,39,51,57,64,,0.0,Not Placed
SP101400,Female,22,Madhya Pradesh,Mumbai,Private,B.Sc,94,90,78,7.0,2,80,Yes,5,3,4,100,78,49,59,72,72,MNC,4.75,Placed
SP101401,Male,24,Gujarat,Bengaluru,Government,MBA,98,77,72,7.04,1,89,Yes,6,5,3,85,69,67,75,83,55,Product,5.34,Placed
SP101402,Male,22,Karnataka,Jaipur,Government,MBA,65,69,74,7.28,2,88,No,0,5,6,56,64,78,71,99,68,Product,5.86,Placed
SP101403,Male,26,Maharashtra,Pune,Autonomous,B.Com,67,57,66,5.95,5,81,No,0,4,2,57,51,56,51,58,40,,0.0,Not Placed
SP101404,Female,24,Rajasthan,Pune,Private,MCA,82,83,77,7.49,2,67,Yes,6,7,5,84,76,64,84,87,84,Service,6.29,Placed
SP101405,Male,26,Rajasthan,Delhi,Autonomous,B.Sc,64,53,54,7.57,4,75,No,0,2,5,66,83,65,43,58,67,,0.0,Not Placed
SP101406,Female,24,Karnataka,Mumbai,Private,B.Com,92,85,80,9.49,0,80,No,0,1,7,94,56,88,78,79,70,MNC,4.4,Placed
SP101407,Female,25,Uttar Pradesh,Bhopal,Autonomous,B.Tech,73,65,87,8.24,0,87,No,0,4,6,86,92,83,73,80,69,Startup,6.48,Placed
SP101408,Male,21,Madhya Pradesh,Delhi,Private,BCA,85,71,75,8.99,1,82,Yes,4,8,8,51,81,60,76,82,80,Service,6.42,Placed
SP101409,Female,24,Gujarat,Bhopal,Government,BCA,72,90,78,8.9,2,85,Yes,7,6,4,61,79,69,64,71,79,MNC,6.29,Placed
SP101410,Male,25,Tamil Nadu,Indore,Private,MCA,79,73,79,6.27,5,68,Yes,1,4,4,57,60,57,53,55,67,,0.0,Not Placed
SP101411,Female,26,Gujarat,Mumbai,Government,BCA,94,90,91,9.9,0,90,Yes,9,6,9,64,78,79,96,90,76,Government,7.28,Placed
SP101412,Male,22,Rajasthan,Mumbai,Private,B.Tech,98,80,81,7.64,3,93,Yes,3,4,8,73,71,94,75,49,57,,0.0,Not Placed
SP101413,Male,20,Tamil Nadu,Pune,Private,MCA,93,85,87,6.44,0,84,Yes,5,3,9,76,80,51,52,59,88,Government,4.31,Placed
SP101414,Male,24,Tamil Nadu,Mumbai,Private,MCA,70,53,63,5.66,3,81,Yes,2,3,7,66,56,70,64,79,51,,0.0,Not Placed
SP101415,Female,27,Madhya Pradesh,Mumbai,Autonomous,B.Tech,61,68,68,7.69,4,93,Yes,5,1,6,75,49,86,43,67,71,,0.0,Not Placed
SP101416,Male,25,Uttar Pradesh,Mumbai,Autonomous,B.Sc,50,84,64,5.06,3,73,Yes,1,4,3,70,58,49,54,60,69,,0.0,Not Placed
SP101417,Female,24,Madhya Pradesh,Indore,Private,BCA,75,71,71,7.91,2,89,No,0,3,6,75,43,63,55,61,82,,0.0,Not Placed
SP101418,Male,23,Gujarat,Pune,Private,B.Tech,71,77,64,9.42,3,91,No,0,6,5,78,80,57,60,63,73,MNC,5.45,Placed
SP101419,Female,27,Madhya Pradesh,Delhi,Private,BCA,85,70,71,8.24,4,89,No,0,8,6,50,58,69,54,84,83,,0.0,Not Placed
SP101420,Male,24,Tamil Nadu,Bhopal,Autonomous,B.Sc,75,79,84,7.54,0,79,Yes,8,6,8,80,80,76,66,100,84,MNC,4.24,Placed
SP101421,Male,23,Tamil Nadu,Indore,Autonomous,BBA,78,78,79,8.89,0,85,No,0,8,5,62,61,75,53,68,68,Product,2.67,Placed
SP101422,Female,25,Gujarat,Bhopal,Autonomous,BCA,69,72,63,6.79,2,73,No,0,3,6,93,54,75,69,82,77,Startup,2.5,Placed
SP101423,Female,27,Gujarat,Chennai,Private,BCA,78,71,77,8.15,1,98,Yes,7,5,3,78,47,69,65,73,71,Product,2.5,Placed
SP101424,Male,20,Delhi,Bengaluru,Autonomous,B.Tech,91,98,94,9.56,0,80,No,0,4,6,86,66,73,77,88,85,Service,5.98,Placed
SP101425,Male,21,Tamil Nadu,Bhopal,Autonomous,MCA,56,62,69,8.51,2,75,Yes,1,4,4,61,75,71,58,79,49,Service,4.57,Placed
SP101426,Male,23,Madhya Pradesh,Bengaluru,Government,BBA,82,98,79,8.55,1,85,Yes,9,6,6,63,70,87,70,78,72,Product,5.91,Placed
SP101427,Male,24,Gujarat,Mumbai,Private,BCA,72,76,78,6.98,3,60,Yes,1,2,2,40,46,47,31,57,62,,0.0,Not Placed
SP101428,Female,20,Delhi,Lucknow,Private,B.Sc,72,50,65,6.66,3,82,Yes,2,5,5,44,57,50,36,58,89,,0.0,Not Placed
SP101429,Female,25,Maharashtra,Delhi,Autonomous,B.Sc,89,74,66,7.4,4,80,No,0,6,7,80,64,57,70,76,84,,0.0,Not Placed
SP101430,Female,25,Madhya Pradesh,Delhi,Private,B.Com,65,93,64,5.95,1,88,No,0,8,4,57,53,75,64,69,56,MNC,2.5,Placed
SP101431,Female,26,Uttar Pradesh,Indore,Government,B.Sc,77,96,95,9.9,0,89,Yes,11,6,7,97,71,95,75,89,88,Product,10.45,Placed
SP101432,Male,23,Rajasthan,Lucknow,Autonomous,B.Sc,83,82,95,7.25,0,91,Yes,12,4,8,100,85,94,92,89,85,Service,9.98,Placed
SP101433,Male,25,Tamil Nadu,Lucknow,Government,BCA,52,66,56,6.78,2,77,No,0,3,7,56,52,50,57,57,59,,0.0,Not Placed
SP101434,Female,26,Tamil Nadu,Bengaluru,Government,BCA,83,73,68,6.1,5,71,Yes,1,1,0,46,69,71,60,54,55,,0.0,Not Placed
SP101435,Male,24,Rajasthan,Pune,Autonomous,B.Com,74,69,65,8.47,2,91,No,0,2,5,72,90,53,68,62,69,Startup,5.21,Placed
SP101436,Male,25,Karnataka,Jaipur,Private,BCA,94,69,80,9.08,0,74,Yes,9,8,9,75,84,64,75,77,83,Service,6.35,Placed
SP101437,Male,22,Delhi,Mumbai,Private,B.Tech,97,89,91,9.9,1,75,No,0,5,4,76,95,74,79,76,80,Service,10.41,Placed
SP101438,Male,26,Rajasthan,Bengaluru,Private,B.Com,79,72,68,7.6,2,86,No,0,2,3,64,59,64,64,64,76,,0.0,Not Placed
SP101439,Male,24,Gujarat,Ahmedabad,Government,B.Com,50,78,69,7.18,5,62,No,0,1,3,63,54,42,42,63,68,,0.0,Not Placed
SP101440,Male,21,Tamil Nadu,Indore,Private,B.Tech,50,77,62,6.99,4,87,No,0,0,7,75,70,64,47,54,73,,0.0,Not Placed
SP101441,Female,23,Delhi,Bhopal,Government,BCA,63,58,55,5.0,5,74,Yes,1,3,4,59,30,52,30,45,66,,0.0,Not Placed
SP101442,Male,25,Rajasthan,Pune,Government,MBA,72,50,69,5.46,3,78,Yes,1,3,6,64,30,71,76,62,66,,0.0,Not Placed
SP101443,Female,21,Karnataka,Bhopal,Private,B.Tech,66,80,70,7.52,1,69,Yes,2,5,6,75,75,67,52,71,85,MNC,3.19,Placed
SP101444,Male,23,Karnataka,Jaipur,Government,B.Sc,84,78,71,8.38,2,87,Yes,7,5,4,76,76,85,68,95,85,Startup,6.11,Placed
SP101445,Male,25,Maharashtra,Delhi,Private,B.Tech,71,90,69,6.58,5,72,Yes,3,2,6,60,54,55,48,48,66,Service,2.5,Placed
SP101446,Male,23,Madhya Pradesh,Jaipur,Autonomous,BCA,76,67,83,8.47,3,69,No,0,6,5,86,77,84,70,61,87,Government,6.53,Placed
SP101447,Female,22,Karnataka,Chennai,Private,B.Sc,72,82,76,9.8,2,83,No,0,5,8,77,96,80,100,74,80,Service,11.12,Placed
SP101448,Male,25,Gujarat,Jaipur,Private,BCA,87,67,78,8.25,1,74,No,0,5,3,62,68,60,60,66,65,Service,4.71,Placed
SP101449,Male,22,Uttar Pradesh,Chennai,Government,MCA,62,70,63,6.69,4,79,Yes,1,5,4,67,88,67,67,92,51,MNC,3.03,Placed
SP101450,Female,20,Maharashtra,Lucknow,Government,MBA,83,74,79,8.26,2,75,Yes,9,3,5,49,86,58,39,87,77,MNC,4.62,Placed
SP101451,Male,23,Gujarat,Pune,Government,B.Sc,63,90,73,7.73,3,77,Yes,2,4,10,70,96,79,76,71,65,MNC,7.68,Placed
SP101452,Female,21,Gujarat,Bhopal,Private,B.Tech,66,92,64,6.47,1,81,No,0,6,4,64,71,53,84,67,73,MNC,6.34,Placed
SP101453,Male,25,Karnataka,Bengaluru,Private,B.Sc,79,68,60,8.15,4,85,Yes,2,7,4,69,49,65,47,72,73,,0.0,Not Placed
SP101454,Male,22,Rajasthan,Bengaluru,Government,BCA,61,72,78,6.29,3,63,No,0,0,5,67,52,59,73,68,53,,0.0,Not Placed
SP101455,Male,23,Madhya Pradesh,Jaipur,Government,MBA,59,79,72,8.89,3,78,Yes,2,2,4,79,78,47,53,76,62,,0.0,Not Placed
SP101456,Male,23,Gujarat,Mumbai,Autonomous,B.Tech,69,50,73,7.29,2,74,Yes,1,3,4,59,68,52,43,49,73,,0.0,Not Placed
SP101457,Male,23,Madhya Pradesh,Pune,Private,B.Com,81,89,72,9.06,0,87,Yes,7,6,8,88,80,79,74,74,69,Service,9.93,Placed
SP101458,Female,26,Rajasthan,Lucknow,Autonomous,BCA,68,69,90,8.85,1,81,Yes,5,3,4,88,91,63,89,69,71,Product,8.0,Placed
SP101459,Male,23,Tamil Nadu,Bengaluru,Government,B.Com,85,71,95,7.65,0,75,Yes,7,0,3,76,81,90,85,78,85,Startup,5.63,Placed
SP101460,Female,21,Tamil Nadu,Delhi,Autonomous,BCA,93,91,79,9.9,0,87,Yes,11,3,7,73,79,80,70,74,80,MNC,8.11,Placed
SP101461,Female,23,Maharashtra,Ahmedabad,Autonomous,MBA,86,67,77,9.13,0,90,Yes,6,4,8,58,51,53,89,94,78,Government,4.34,Placed
SP101462,Female,27,Delhi,Pune,Private,BCA,98,80,78,9.36,2,92,Yes,11,5,5,75,85,89,100,63,82,Product,9.33,Placed
SP101463,Male,27,Maharashtra,Indore,Private,MBA,71,75,80,8.59,4,78,No,0,8,9,78,66,90,63,65,71,Product,4.45,Placed
SP101464,Male,24,Maharashtra,Lucknow,Private,B.Tech,85,75,76,8.7,2,67,No,0,7,3,67,69,78,76,69,60,Product,6.51,Placed
SP101465,Male,26,Rajasthan,Bengaluru,Autonomous,BBA,88,98,88,9.9,1,86,Yes,10,4,3,84,80,82,100,81,71,MNC,11.38,Placed
SP101466,Male,25,Rajasthan,Bhopal,Government,B.Sc,56,61,68,7.64,3,80,No,0,0,6,59,62,58,37,79,77,Service,2.5,Placed
SP101467,Male,23,Delhi,Bhopal,Government,B.Tech,57,72,78,7.04,3,80,No,0,5,5,73,82,76,84,56,75,Product,5.34,Placed
SP101468,Female,22,Madhya Pradesh,Delhi,Government,MBA,52,74,72,9.26,3,73,Yes,2,3,2,62,60,70,43,82,60,Product,4.65,Placed
SP101469,Female,27,Delhi,Chennai,Autonomous,B.Sc,56,76,65,8.1,2,83,No,0,8,1,79,61,74,88,66,64,Product,6.62,Placed
SP101470,Male,24,Tamil Nadu,Delhi,Private,B.Tech,80,76,70,7.65,2,75,Yes,7,5,10,48,58,80,38,68,68,Product,2.5,Placed
SP101471,Male,26,Delhi,Bengaluru,Private,B.Sc,63,70,80,9.9,2,89,No,0,6,9,73,65,97,69,91,78,MNC,5.96,Placed
SP101472,Female,25,Rajasthan,Pune,Private,BCA,69,50,69,5.56,5,87,No,0,3,4,81,67,62,63,85,42,Product,2.5,Placed
SP101473,Male,24,Tamil Nadu,Jaipur,Autonomous,BCA,63,54,65,7.22,4,77,No,0,4,3,58,48,57,53,58,46,,0.0,Not Placed
SP101474,Male,24,Madhya Pradesh,Indore,Autonomous,MBA,73,81,75,6.89,4,74,Yes,3,4,7,63,58,65,78,78,67,Startup,2.55,Placed
SP101475,Female,23,Uttar Pradesh,Jaipur,Autonomous,BCA,89,69,78,8.44,4,81,No,0,2,7,55,76,69,72,82,58,,0.0,Not Placed
SP101476,Female,24,Uttar Pradesh,Jaipur,Private,B.Tech,62,76,73,6.24,3,79,No,0,4,5,76,56,66,54,79,68,,0.0,Not Placed
SP101477,Male,22,Rajasthan,Indore,Autonomous,BBA,63,94,70,6.57,3,91,Yes,7,6,6,80,70,65,69,86,59,MNC,4.87,Placed
SP101478,Female,24,Delhi,Delhi,Autonomous,BCA,88,86,80,9.85,2,81,No,0,2,3,59,69,66,64,76,67,Service,5.2,Placed
SP101479,Female,24,Rajasthan,Jaipur,Private,B.Sc,93,84,75,9.69,2,86,Yes,9,5,6,81,87,57,85,77,77,Service,9.92,Placed
SP101480,Female,24,Tamil Nadu,Pune,Private,B.Tech,72,78,71,5.0,4,80,Yes,4,5,6,70,73,75,53,79,84,Startup,2.5,Placed
SP101481,Female,23,Gujarat,Bengaluru,Private,B.Tech,54,59,60,5.26,5,81,No,0,0,9,63,45,59,37,51,81,,0.0,Not Placed
SP101482,Female,23,Delhi,Indore,Private,MBA,62,82,58,6.16,3,69,No,0,4,3,72,82,78,79,66,77,,0.0,Not Placed
SP101483,Female,22,Karnataka,Bengaluru,Government,B.Com,79,72,66,6.61,2,81,No,0,3,3,66,49,61,71,64,74,,0.0,Not Placed
SP101484,Female,21,Uttar Pradesh,Bhopal,Autonomous,B.Tech,79,62,57,5.84,5,74,No,0,2,8,50,47,54,41,52,76,,0.0,Not Placed
SP101485,Male,24,Karnataka,Lucknow,Autonomous,B.Sc,72,55,91,8.14,2,90,No,0,5,5,98,67,66,69,74,70,Service,5.49,Placed
SP101486,Male,24,Delhi,Chennai,Government,B.Com,66,61,78,5.02,4,82,No,0,4,8,60,40,46,39,73,67,,0.0,Not Placed
SP101487,Female,22,Maharashtra,Pune,Private,B.Com,67,68,73,9.44,2,78,Yes,6,6,6,77,68,70,83,82,80,Startup,6.12,Placed
SP101488,Female,23,Madhya Pradesh,Mumbai,Autonomous,B.Tech,85,72,68,5.54,1,90,Yes,6,5,6,83,63,58,96,58,67,Startup,4.71,Placed
SP101489,Male,27,Maharashtra,Ahmedabad,Government,BBA,72,54,75,7.98,5,75,No,0,3,0,49,70,77,65,75,77,,0.0,Not Placed
SP101490,Female,21,Maharashtra,Pune,Government,BCA,88,96,84,9.18,1,84,Yes,9,3,8,92,86,68,84,61,93,Startup,10.58,Placed
SP101491,Female,24,Delhi,Ahmedabad,Government,MBA,63,83,50,7.4,3,84,No,0,4,6,54,66,45,66,86,65,,0.0,Not Placed
SP101492,Female,26,Tamil Nadu,Jaipur,Autonomous,B.Com,81,72,76,8.4,3,82,Yes,1,2,2,70,57,68,51,71,64,MNC,2.5,Placed
SP101493,Male,23,Tamil Nadu,Chennai,Autonomous,BCA,80,89,62,9.03,2,73,Yes,3,6,5,42,59,59,53,81,91,Product,2.5,Placed
SP101494,Female,25,Uttar Pradesh,Pune,Private,MBA,89,79,79,8.69,2,89,No,0,6,6,71,66,88,67,56,63,MNC,2.5,Placed
SP101495,Male,22,Madhya Pradesh,Mumbai,Government,B.Com,70,67,74,7.31,3,87,No,0,5,3,63,63,89,34,75,50,Service,2.5,Placed
SP101496,Male,22,Gujarat,Mumbai,Autonomous,B.Sc,61,52,57,5.45,4,81,No,0,1,5,61,30,47,63,49,52,,0.0,Not Placed
SP101497,Male,23,Delhi,Lucknow,Government,BBA,81,84,79,6.74,2,83,Yes,6,7,7,40,51,75,88,89,68,MNC,2.5,Placed
SP101498,Female,22,Maharashtra,Mumbai,Government,B.Com,80,78,76,5.35,2,71,No,0,6,10,85,56,85,60,87,82,Product,2.5,Placed
SP101499,Male,23,Gujarat,Jaipur,Autonomous,MCA,98,94,85,9.9,0,87,Yes,10,6,4,96,76,77,70,69,84,MNC,9.26,Placed
SP101500,Male,23,Uttar Pradesh,Delhi,Government,B.Com,84,70,55,8.03,1,81,No,0,4,4,54,71,78,100,62,66,Product,7.45,Placed
SP101501,Female,23,Maharashtra,Bhopal,Private,MBA,62,65,76,7.48,1,76,Yes,6,4,8,73,55,74,79,86,57,Product,4.53,Placed
SP101502,Male,21,Uttar Pradesh,Jaipur,Autonomous,B.Tech,51,60,77,7.38,3,78,No,0,4,6,72,59,54,36,48,64,,0.0,Not Placed
SP101503,Male,25,Gujarat,Chennai,Autonomous,BCA,76,65,77,6.85,5,68,No,0,3,4,66,40,66,63,45,63,,0.0,Not Placed
SP101504,Male,21,Madhya Pradesh,Bhopal,Private,B.Tech,70,79,77,6.94,2,85,Yes,6,4,5,57,80,60,67,60,67,,0.0,Not Placed
SP101505,Female,24,Tamil Nadu,Ahmedabad,Government,B.Com,75,82,94,8.94,1,82,Yes,2,3,6,72,98,82,90,59,75,Startup,9.11,Placed
SP101506,Male,27,Delhi,Bhopal,Government,BCA,73,64,70,6.03,4,87,No,0,2,2,48,39,67,49,75,67,,0.0,Not Placed
SP101507,Female,26,Maharashtra,Chennai,Government,B.Com,70,83,54,6.1,5,85,No,0,4,0,52,64,56,44,63,65,,0.0,Not Placed
SP101508,Male,23,Tamil Nadu,Lucknow,Private,B.Tech,66,67,63,6.89,4,86,No,0,1,4,50,61,64,59,61,67,,0.0,Not Placed
SP101509,Female,23,Gujarat,Mumbai,Autonomous,B.Tech,87,77,79,9.61,0,78,Yes,6,5,7,90,75,64,67,73,76,Startup,7.62,Placed
SP101510,Female,25,Maharashtra,Chennai,Private,BCA,66,63,80,6.98,4,77,No,0,5,2,74,54,57,63,68,75,,0.0,Not Placed
SP101511,Male,25,Uttar Pradesh,Pune,Private,B.Sc,76,72,70,8.67,1,74,Yes,5,5,0,65,54,72,78,62,91,Service,5.13,Placed
